ablation,accuracy,aggregation,aggregation_used_final_round,attack,average_benign_trust,average_malicious_trust,benign_client_rejection_rate,benign_updates_rejected,client_loss_variance,convergence_round_f1_0_80,data_mode,detection_f1,detection_precision,detection_recall,distillation,distillation_applied_runs,distillation_rollbacks,distillation_runs,f1,false_negatives,false_positives,feature_skew_strength,malicious_client_detection_rate,mean_client_majority_distance,mean_distillation_duration_ms,mean_pairwise_update_cosine,non_iid_alpha,poison_updates_rejected,precision,recall,seed,study,training_rounds,true_negatives,true_positives,update_norm_dispersion,update_norm_mean
,0.4975,FedAvg,FedAvg,poison,,,0.0,0,0.004097068383557243,,mild_non_iid,0.0,0.0,0.0,True,4,0,4,0.0,4,0,0.35,0.0,0.474077032251837,10.353250000000001,0.1137836580013678,2.0,0,0.0,0.0,99,matrix,4,16,0,1.4855929975108484,0.49882597609609486
,0.5025,TrustWeightedFedAvg,trust_weighted_fedavg,poison,0.93950775,0.19208,0.0,0,0.0001513484481453986,,mild_non_iid,1.0,1.0,1.0,False,0,0,0,0.6688851913477537,0,0,0.35,1.0,0.3778110026611244,0.0,0.12016117269075613,2.0,4,0.5025,1.0,99,matrix,4,16,4,1.4579676564105692,0.3972676554330632
,0.5025,TrustWeightedFedAvg,trust_weighted_fedavg,poison,0.93950775,0.19208,0.0,0,0.0001513484481453986,,mild_non_iid,1.0,1.0,1.0,True,0,4,4,0.6688851913477537,0,0,0.35,1.0,0.3778110026611244,8.30425,0.12016117269075613,2.0,4,0.5025,1.0,99,matrix,4,16,4,1.4579676564105692,0.3972676554330632
,0.4975,FedAvg,FedAvg,none,,,0.0,0,0.02064908015281756,,strong_non_iid,0.0,0.0,0.0,False,0,0,0,0.0,0,0,0.85,0.0,0.1931742644628081,0.0,0.1730668828622483,0.2,0,0.0,0.0,99,matrix,4,20,0,0.46478513569713564,0.22724492831204662
,0.4975,FedAvg,FedAvg,none,,,0.0,0,0.02064908015281756,,strong_non_iid,0.0,0.0,0.0,True,0,4,4,0.0,0,0,0.85,0.0,0.1931742644628081,9.180250000000001,0.1730668828622483,0.2,0,0.0,0.0,99,matrix,4,20,0,0.46478513569713564,0.22724492831204662
,0.5025,TrustWeightedFedAvg,trust_weighted_fedavg,none,0.7776222,,0.0,0,0.0031459646094020863,,strong_non_iid,0.0,0.0,0.0,False,0,0,0,0.6688851913477537,0,4,0.85,0.0,0.1955003484951487,0.0,0.13816801372449705,0.2,0,0.5025,1.0,99,matrix,4,16,0,0.592527288686265,0.21991642381156964
,0.5025,TrustWeightedFedAvg,trust_weighted_fedavg,none,0.7776222,,0.0,0,0.0031459646094020863,,strong_non_iid,0.0,0.0,0.0,True,0,4,4,0.6688851913477537,0,4,0.85,0.0,0.1955003484951487,9.454,0.13816801372449705,0.2,0,0.5025,1.0,99,matrix,4,16,0,0.592527288686265,0.21991642381156964
,0.5025,FedAvg,FedAvg,poison,,,0.0,0,1428.6555013304867,,strong_non_iid,0.0,0.0,0.0,False,0,0,0,0.6688851913477537,4,0,0.85,0.0,12.368115913938123,0.0,0.15777829094153864,0.2,0,0.5025,1.0,99,matrix,4,16,0,1.875691018531393,12.427362547123357
,0.5025,FedAvg,FedAvg,poison,,,0.0,0,1261.2270102451089,,strong_non_iid,0.0,0.0,0.0,True,4,0,4,0.6688851913477537,4,0,0.85,0.0,10.82651463608638,10.088000000000001,0.20476763530104056,0.2,0,0.5025,1.0,99,matrix,4,16,0,1.876530160459603,10.906130322879697
,0.5025,TrustWeightedFedAvg,trust_weighted_fedavg,poison,0.940078,0.19208,0.0,0,0.006245803669212034,,strong_non_iid,1.0,1.0,1.0,False,0,0,0,0.6688851913477537,0,0,0.85,1.0,1.5044763139332513,0.0,0.5753594112924294,0.2,4,0.5025,1.0,99,matrix,4,16,4,1.8038532252336168,1.5700834665337435
,0.5025,TrustWeightedFedAvg,trust_weighted_fedavg,poison,0.940078,0.19208,0.0,0,0.006245803669212034,,strong_non_iid,1.0,1.0,1.0,True,0,4,4,0.6688851913477537,0,0,0.85,1.0,1.5044763139332513,10.71125,0.5753594112924294,0.2,4,0.5025,1.0,99,matrix,4,16,4,1.8038532252336168,1.5700834665337435
fedavg,0.475,FedAvg,FedAvg,poison,,,0.0,0,0.8095919616719447,,strong_non_iid,0.0,0.0,0.0,False,0,0,0,0.0,4,0,0.85,0.0,1.4007767472896553,0.0,-0.09822685237037312,0.2,0,0.0,0.0,7,ablation,4,16,0,1.4531185380575957,1.44606804028165
fedavg_plus_clipping,0.475,fedavg_plus_clipping,fedavg_plus_clipping,poison,,,0.0,0,0.11513360693859676,,strong_non_iid,0.0,0.0,0.0,False,0,0,0,0.0,4,0,0.85,0.0,0.974710875080923,0.0,-0.1267243411336557,0.2,0,0.0,0.0,7,ablation,4,16,0,1.3581730216920245,0.9998755580736103
coordinate_median,0.525,coordinate_median,coordinate_median,poison,,,0.0,0,0.008616528998909662,,strong_non_iid,0.0,0.0,0.0,False,0,0,0,0.6885245901639344,4,0,0.85,0.0,0.8513915456518077,0.0,-0.12064817121100489,0.2,0,0.525,1.0,7,ablation,4,16,0,1.290922443902399,0.8717280451948346
trimmed_mean,0.475,trimmed_mean,trimmed_mean,poison,,,0.0,0,0.051664760856858005,,strong_non_iid,0.0,0.0,0.0,False,0,0,0,0.0,4,0,0.85,0.0,0.927355502408869,0.0,-0.1270704034454757,0.2,0,0.0,0.0,7,ablation,4,16,0,1.3356641247857897,0.9501643065725452
trust_weighted_current_round,0.475,TrustWeightedFedAvg,trust_weighted_fedavg,poison,0.95563275,0.0,0.0,0,0.06631752371810226,,strong_non_iid,1.0,1.0,1.0,False,0,0,0,0.0,0,0,0.85,1.0,0.9344422457760732,0.0,-0.12515106295289635,0.2,4,0.0,0.0,7,ablation,4,16,4,1.3370038488956602,0.9578048251703881
trust_plus_historical_reputation,0.475,TrustWeightedFedAvg,trust_weighted_fedavg,poison,0.91708775,0.19208,0.0,0,0.07746073714214913,,strong_non_iid,1.0,1.0,1.0,False,0,0,0,0.0,0,0,0.85,1.0,0.9450311339031845,0.0,-0.1258337578390017,0.2,4,0.0,0.0,7,ablation,4,16,4,1.3424651576952076,0.9688222501117275
trust_plus_clipping,0.475,TrustWeightedFedAvg,trust_weighted_fedavg,poison,0.9156187499999999,0.19208,0.0,0,0.042720064387813846,,strong_non_iid,1.0,1.0,1.0,False,0,0,0,0.0,0,0,0.85,1.0,0.9077737932071115,0.0,-0.12296468932126486,0.2,4,0.0,0.0,7,ablation,4,16,4,1.3238762395816688,0.9305156326531313
trust_plus_distillation,0.475,TrustWeightedFedAvg,trust_weighted_fedavg,poison,0.91708775,0.19208,0.0,0,0.07746073714214913,,strong_non_iid,1.0,1.0,1.0,True,0,4,4,0.0,0,0,0.85,1.0,0.9450311339031845,9.15125,-0.1258337578390017,0.2,4,0.0,0.0,7,ablation,4,16,4,1.3424651576952076,0.9688222501117275
complete_flare_secure_fl,0.475,TrustWeightedFedAvg,trust_weighted_fedavg,poison,0.9156187499999999,0.19208,0.0,0,0.042720064387813846,,strong_non_iid,1.0,1.0,1.0,True,0,4,4,0.0,0,0,0.85,1.0,0.9077737932071115,8.5995,-0.12296468932126486,0.2,4,0.0,0.0,7,ablation,4,16,4,1.3238762395816688,0.9305156326531313
fedavg,0.43,FedAvg,FedAvg,poison,,,0.0,0,0.09138859645507198,,strong_non_iid,0.0,0.0,0.0,False,0,0,0,0.0,4,0,0.85,0.0,0.8795284788319304,0.0,0.11215439369907894,0.2,0,0.0,0.0,42,ablation,4,16,0,1.6167910093955098,0.9027606486649332
fedavg_plus_clipping,0.43,fedavg_plus_clipping,fedavg_plus_clipping,poison,,,0.0,0,0.007797652817743169,,strong_non_iid,0.0,0.0,0.0,False,0,0,0,0.0,4,0,0.85,0.0,0.7380152534833501,0.0,0.1578976327272876,0.2,0,0.0,0.0,42,ablation,4,16,0,1.5807829413107433,0.7661169135668388
coordinate_median,0.43,coordinate_median,coordinate_median,poison,,,0.0,0,0.008829203942989255,,strong_non_iid,0.0,0.0,0.0,False,0,0,0,0.0,4,0,0.85,0.0,0.7414143680260352,0.0,0.1444407786212691,0.2,0,0.0,0.0,42,ablation,4,16,0,1.585731624416383,0.7678201851569394
